date,symbol,open,high,low,close,volume,amount,turnover_rate,pe_ttm,pb,ma5,ma10,ma20,ma30,ma60,ema12,ema26,dif,dea,macd,k,d,j
2024-05-23,SH000001,105.46,105.81,104.13,104.32,8668610,90927090052.37,8.67,15.13,1.93,104.26,104.28,104.41,105.09,105.64,104.33223654977672,104.78262863061722,-0.4503920808405013,-0.5863269586962317,0.2718697557114609,41.65917637957192,42.195127882733175,40.5872733732494
2024-05-24,SH000001,105.26,109.1,104.38,107.35,5590426,59431469603.04,5.59,21.76,1.79,105.08,104.57,104.51,105.17,105.66,104.79650784981108,104.97280428760854,-0.17629643779746118,-0.5043208545164777,0.656048833438033,52.831885907894275,45.74071389112021,67.01422994144241
2024-05-27,SH000001,107.72,107.74,107.61,107.63,6880668,74090104419.61,6.88,16.32,2.67,105.93,104.67,104.56,105.19,105.76,105.23242971907091,105.16963359963754,0.06279611943337216,-0.39089745972650775,0.9073871583197598,61.60423599533377,51.02855459252473,82.75559880095184
2024-05-28,SH000001,107.03,108.03,103.49,105.01,7314184,77545000298.36,7.31,20.94,1.62,105.84,104.76,104.57,105.11,105.82,105.19820976229077,105.15780888855328,0.04040087373749657,-0.3046377930337069,0.690077333542407,55.06476253116817,52.37395723873921,60.44637311602608
2024-05-29,SH000001,105.72,106.01,104.91,105.06,6371823,67153763364.85,6.37,23.0,2.61,105.87,104.88,104.6,105.04,105.84,105.17694672193835,105.15056378569747,0.026382936240878507,-0.23843364717878984,0.5296331668393367,49.196941790644644,51.314952089374344,44.96092119318524
2024-05-30,SH000001,105.2,105.67,104.22,104.43,7371250,77260671594.64,7.37,21.66,1.95,105.9,105.08,104.61,104.88,105.83,105.06203184164015,105.09718869046063,-0.03515684882047765,-0.19777828750712742,0.32524287737329954,39.29221406732637,47.30737274869168,23.261896704595756
2024-05-31,SH000001,103.99,104.95,103.76,104.81,6530523,68176054684.8,6.53,24.15,1.56,105.39,105.23,104.61,104.82,105.79,105.02325771215705,105.07591545413021,-0.05265774197316375,-0.1687541784003347,0.23219287285434187,34.87297029775784,43.16257193171373,18.293767029846066
2024-06-03,SH000001,104.18,109.47,103.43,108.27,6179381,65641704097.54,6.18,17.86,1.72,105.52,105.72,104.81,104.89,105.78,105.52275652567135,105.31251430937982,0.21024221629153317,-0.09295489946196112,0.6063942315069886,49.959463642213805,45.42820250188042,59.02198592288059
2024-06-04,SH000001,108.18,108.33,108.16,108.28,7397483,80062530870.89,7.4,18.79,2.12,106.17,106.01,105.02,104.95,105.79,105.94694782941423,105.53232806424057,0.4146197651736543,0.00856003346516197,0.8121194634169846,60.07231350982025,50.30957283786036,79.59779485374003
2024-06-05,SH000001,109.0,109.69,105.45,106.63,9267082,99915924987.48,9.27,17.83,2.35,106.48,106.18,105.2,104.96,105.82,106.05203277873511,105.61363709651906,0.4383956822160542,0.09452716321534042,0.6877370380014275,57.08761262742006,52.568919434380255,66.12499901349965
2024-06-06,SH000001,107.35,107.44,106.77,106.83,8384586,89788701161.39,8.38,22.66,2.3,106.96,106.43,105.36,105.08,105.81,106.1717200435451,105.70373805233245,0.46798199121263906,0.16921812881480017,0.5975277247956778,56.16277476545787,53.76687121140613,60.95458187356135
2024-06-07,SH000001,108.43,109.01,108.32,108.83,5718011,62116111740.45,5.72,18.65,2.36,107.77,106.58,105.57,105.2,105.82,106.580686190692,105.93531301141894,0.645373179273065,0.26444913890645316,0.7618480807332237,66.19584345386221,57.90986195889148,82.76780644380366
2024-06-10,SH000001,109.49,115.21,108.19,113.99,7194845,80393612410.98,7.19,15.58,1.87,108.91,107.21,105.94,105.44,105.93,107.72058062289324,106.53195649205458,1.1886241308386616,0.44928413729289485,1.4786799870915335,74.0117168017259,63.27714690650295,95.48085659217179
2024-06-11,SH000001,113.46,114.35,110.82,111.75,9479851,106748983138.96,9.48,18.12,2.7,109.61,107.89,106.32,105.68,106.02,108.34049129629427,106.91847823338387,1.422013062910409,0.6438299224163977,1.5563662809880228,72.8838723216939,66.4793887115666,85.6928395419485
2024-06-12,SH000001,111.68,111.69,111.64,111.65,5728579,63967789301.93,5.73,18.4,1.96,110.61,108.55,106.71,105.91,106.1,108.84964648147977,107.26896132720728,1.5806851542724871,0.8312009687876156,1.498968370969743,71.84901052346092,68.2692626488647,79.00850627265336
2024-06-13,SH000001,112.47,115.95,111.95,114.81,8534454,96983972601.66,8.53,22.37,2.26,112.21,109.58,107.33,106.27,106.24,109.7666239458675,107.82755678445119,1.939067161416304,1.0527742073133532,1.7725859082059015,78.19752991233922,71.57868507002287,91.4352195969719
2024-06-14,SH000001,113.88,115.6,113.32,115.08,8176955,93610166088.2,8.18,17.0,1.86,113.46,110.61,107.92,106.61,106.38,110.58406641573403,108.36477480041776,2.2192916153162656,1.2860776889139358,1.8664278528046596,82.7031151796547,75.28682843990015,97.53568865916381
2024-06-17,SH000001,114.91,115.76,114.6,115.63,9904327,114171943946.8,9.9,16.27,2.9,113.78,111.35,108.54,106.99,106.55,111.36036389023648,108.90293963001645,2.457424260220037,1.5203470031751563,1.8741545140897617,87.45287043723009,79.34217577234347,103.67425976700332
2024-06-18,SH000001,114.44,115.41,111.65,112.99,7005713,79665312484.32,7.01,15.45,1.63,114.03,111.82,108.91,107.29,106.67,111.61107713789241,109.20568484260782,2.405392295284585,1.6973560615970422,1.416072467375086,80.88724405328772,79.85719853265822,82.94733509454673
2024-06-19,SH000001,112.84,113.8,112.61,113.54,4004735,45329946039.91,4.0,20.65,1.55,114.41,112.51,109.34,107.64,106.78,111.90783450129358,109.52674522463687,2.3810892766567093,1.8341027046089757,1.0939731440954672,76.90592902521588,78.87344203017744,72.97090301529278
2024-06-20,SH000001,112.66,112.83,112.14,112.25,5562002,62549569801.52,5.56,20.23,2.54,113.9,113.05,109.74,107.92,106.87,111.96047534724842,109.7284678005897,2.2320075466587213,1.9136836730189248,0.6366477472795928,68.71048189309924,75.48578865115138,55.15986837699495
2024-06-21,SH000001,112.3,112.51,111.72,111.84,5929842,66453650458.82,5.93,24.43,2.71,113.25,113.35,109.97,108.17,106.94,111.94194067844097,109.88487759313861,2.05706308530236,1.942359555475612,0.2294070596534965,52.434668240623715,67.80208184764216,21.699841026586824
2024-06-24,SH000001,111.66,112.55,111.5,112.28,8914403,99815094506.32,8.91,20.21,2.13,112.58,113.18,110.2,108.35,107.05,111.99394980483467,110.06229406772094,1.9316557371137293,1.9402187918032354,-0.017126109379012266,40.79914212296263,58.801101939415645,4.795222490056602
2024-06-25,SH000001,112.32,113.47,112.1,113.16,9992773,112662258871.72,9.99,24.91,2.34,112.61,113.32,110.61,108.66,107.16,112.17334214255241,110.29175376640828,1.881588376144137,1.9284927086714159,-0.09380866505455776,39.633885010814,52.41202962988176,14.077595772678478
2024-06-26,SH000001,112.46,112.99,110.19,111.03,4373504,48873345235.0,4.37,16.09,2.47,112.11,113.26,110.9,108.9,107.22,111.9974433513905,110.34643867260026,1.651004678790244,1.8729951026951817,-0.44398084780987546,31.44951998925602,45.424526416339845,3.499507135088379
2024-06-27,SH000001,110.55,111.78,106.05,107.94,5047423,55139888665.57,5.05,23.23,2.96,111.25,112.57,111.08,109.08,107.26,111.37322129733043,110.16818395611135,1.2050373412190822,1.7394035503999619,-1.0687324183617593,27.454503199153855,39.43451867727785,3.4944722429058572
2024-06-28,SH000001,109.06,109.08,108.93,108.97,8084047,88129497240.95,8.08,17.69,2.03,110.68,111.96,111.29,109.27,107.33,111.00349494389498,110.07942958899199,0.9240653549029929,1.5763359113005682,-1.3045411127951505,28.701862531629644,35.85696662872844,14.391654337432044
2024-07-01,SH000001,108.55,108.93,106.59,106.96,7207390,77663841647.48,7.21,21.31,1.51,109.61,111.1,111.22,109.39,107.34,110.38141879868037,109.84836073054814,0.5330580681322346,1.3676803426669015,-1.669244549069334,23.04855351571007,31.58749559105565,5.970669365018907
2024-07-02,SH000001,107.19,110.51,106.11,109.17,9274358,100330654288.31,9.27,21.06,2.44,108.81,110.71,111.27,109.51,107.38,110.19504667580647,109.79811178754457,0.39693488826189594,1.1735312517859005,-1.553192727048009,29.381874850545273,30.85228867755219,26.441047196531443
2024-07-03,SH000001,108.73,110.96,107.63,110.49,6148652,67394541267.34,6.15,23.15,1.53,108.71,110.41,111.46,109.7,107.42,110.24042411029778,109.84936276624497,0.39106134405281523,1.0170372702392834,-1.2519518523729363,39.53400821123502,33.746195188779794,51.10963425614547
2024-07-04,SH000001,110.61,111.82,110.43,111.69,7007819,77892205444.03,7.01,19.11,2.14,109.46,110.35,111.7,109.94,107.52,110.46343578563659,109.98570626504163,0.47772952059496276,0.9091757203104193,-0.862892399430913,51.69293269787635,39.72844102514531,75.62191604333843
2024-07-05,SH000001,111.99,113.65,111.32,112.88,3047543,34266211164.19,3.05,19.99,1.68,110.24,110.46,111.91,110.13,107.65,110.83521489553866,110.20009839355706,0.6351165019815994,0.8543638766446554,-0.438494749326112,64.41809548279471,47.958325844361774,97.33763475966059
2024-07-08,SH000001,113.21,113.67,111.29,112.14,3877176,43685185820.22,3.88,24.85,1.64,111.27,110.44,111.81,110.28,107.74,111.03595106545579,110.34379480884913,0.6921562566066655,0.8219223526370575,-0.25953219206078404,69.58581693603637,55.16748954158663,98.42247172493583
2024-07-09,SH000001,112.64,113.53,107.78,109.08,6428563,71266745842.91,6.43,20.01,1.99,111.26,110.04,111.68,110.42,107.76,110.73503551692413,110.25018037856401,0.4848551383601176,0.7545089097816695,-0.5393075428431038,59.64513779987726,56.66003896101684,65.61533547759811
2024-07-10,SH000001,109.07,110.61,108.52,110.17,3747098,41075681145.3,3.75,22.09,2.19,111.19,109.95,111.6,110.59,107.81,110.64810697585888,110.24424109126298,0.403865884595902,0.684380304744516,-0.5610288402972281,57.664659767819415,56.99491256328436,59.00415417688953
2024-07-11,SH000001,109.37,109.61,108.57,108.81,6055868,66064266050.89,6.06,21.26,2.43,110.62,110.04,111.3,110.73,107.8,110.3653212872652,110.13800101042868,0.22732027683652234,0.5929682991629174,-0.7312960446527901,50.34786841664152,54.779231181070074,41.485142887784406
2024-07-12,SH000001,108.18,108.25,108.17,108.24,9850941,106594334528.28,9.85,18.12,2.86,109.69,109.96,110.96,110.85,107.84,110.0383487815321,109.99740834298952,0.04094043854257734,0.4825627270388494,-0.8832445769925441,42.956780002628705,50.83841412158961,27.193511764706898
2024-07-15,SH000001,107.74,107.93,107.06,107.3,4486838,48242502822.77,4.49,16.63,2.51,108.72,110.0,110.55,110.81,107.85,109.61706435360408,109.79760031758289,-0.18053596397881222,0.3499429888353171,-1.0609579056282588,29.84814077835355,43.841656340510916,1.8611096540388132
2024-07-16,SH000001,108.2,114.18,106.63,112.03,8237361,90707405325.31,8.24,20.55,2.32,109.31,110.28,110.5,110.94,107.94,109.98828522228038,109.9629632570212,0.025321965259180956,0.2850187841200899,-0.5193936377218179,43.73982012155136,43.807710934191064,43.604038496271954
2024-07-17,SH000001,111.15,111.25,110.88,110.96,7824521,86891597997.9,7.82,17.05,2.76,109.47,110.33,110.37,111.08,108.02,110.137779803468,110.03681783057519,0.10096197289281861,0.24820742187463565,-0.2944908979636341,48.27687787352868,45.2974332473036,54.23576712597884
2024-07-18,SH000001,110.45,112.66,109.93,112.32,8827086,98319454109.37,8.83,16.3,1.67,110.17,110.39,110.37,111.27,108.17,110.47350598754986,110.20594243571776,0.26756355183209735,0.252078647866128,0.03096980793193871,57.30599805255108,49.3002881823861,73.31741779288106
2024-07-19,SH000001,112.64,113.05,111.78,112.05,6693228,75196257663.83,6.69,24.47,2.01,110.93,110.31,110.38,111.37,108.29,110.7160435279268,110.34253929233125,0.37350423559554713,0.27636376541201185,0.19428094036707055,62.13335852510025,53.577978296624146,79.24411898205246
2024-07-22,SH000001,112.7,113.0,112.66,112.96,3504109,39536269391.55,3.5,18.27,2.29,112.06,110.39,110.42,111.34,108.39,111.06126760055345,110.53642527067709,0.524842329876364,0.3260594783048823,0.39756570314296347,69.36925888428311,58.841738492510466,90.42429966782841
2024-07-23,SH000001,113.0,113.93,109.99,110.99,5713758,63990601623.67,5.71,19.02,2.89,111.86,110.58,110.31,111.31,108.5,111.05030335431445,110.57002339877508,0.4802799555393733,0.3569035737517805,0.2467527635751856,65.49562071314236,61.059699232721094,74.36746367398489
2024-07-24,SH000001,111.84,112.24,111.01,111.15,5844354,65160479269.62,5.84,20.45,2.38,111.89,110.68,110.32,111.3,108.61,111.06564129980454,110.61298462849544,0.45265667130910003,0.3760541932632444,0.15320495609171125,63.61959703171964,61.91299849905394,67.03279409705104
2024-07-25,SH000001,110.29,112.18,110.04,111.61,6722229,74583212103.64,6.72,15.24,2.65,111.75,110.96,110.5,111.19,108.73,111.1493887921423,110.68683761897726,0.46255117316503913,0.39335358924360336,0.13839516784287154,64.39981965470048,62.74193888426945,67.71558119556254
2024-07-26,SH000001,112.75,114.09,110.04,110.5,3959137,44194065382.09,3.96,16.11,1.88,111.44,111.19,110.58,111.04,108.82,111.0494828241204,110.67299779534932,0.3764850287710857,0.3899798771490999,-0.02698969675602836,60.01930581836543,61.834394528968105,56.38912839716008
2024-07-29,SH000001,110.63,112.23,105.13,106.63,8247284,89589550290.0,8.25,21.67,2.95,110.18,111.12,110.56,110.74,108.86,110.36956238964034,110.3735164771753,-0.003954087534964401,0.31119308421228703,-0.6302943434945029,45.59322768843409,56.4206722487901,23.93833856772207
2024-07-30,SH000001,106.88,108.42,106.5,107.96,6079188,65305187420.88,6.08,16.33,2.73,109.57,110.71,110.5,110.57,108.93,109.99886048354182,110.19473747886602,-0.19587699532419833,0.20977906830498996,-0.8113121272583765,40.92375893514652,51.25503447757556,20.261207850288443
2024-07-31,SH000001,108.52,108.55,108.52,108.54,6767002,73443783761.67,6.77,20.01,1.71,109.05,110.47,110.4,110.4,109.02,109.77442040915076,110.07216433228335,-0.297743923132586,0.10827447001747477,-0.8120367863001215,39.96851786152628,47.4928622722258,24.91982904012724
2024-08-01,SH000001,108.28,109.61,103.71,105.4,4451721,47562261065.69,4.45,17.16,1.57,107.81,109.78,110.09,110.18,109.05,109.10143265389681,109.72607808544755,-0.6246454315507464,-0.038309510296169455,-1.1726718425091538,32.072781978332905,42.35283550759483,11.512674919809058
2024-08-02,SH000001,105.39,106.7,104.95,106.19,9245818,97809674339.79,9.25,23.04,2.24,106.94,109.19,109.75,109.99,109.08,108.65351993791269,109.4641463754144,-0.8106264375017105,-0.19277289573727768,-1.2357070835288657,29.34588804978135,38.017186354990336,12.00329143936338
2024-08-05,SH000001,106.46,106.49,106.3,106.34,5634826,59954522879.72,5.63,21.39,2.66,106.89,108.53,109.46,109.79,109.07,108.29759379361843,109.2327281253837,-0.9351343317652692,-0.341245182942876,-1.1877782976447864,28.0096543324811,34.68134234748726,14.666278302468783
2024-08-06,SH000001,105.56,105.6,105.31,105.36,7062127,74476172946.91,7.06,18.67,2.58,106.37,107.97,109.28,109.53,109.09,107.84565628690791,108.94585937535528,-1.1002030884473726,-0.49303676404377533,-1.2143326488071944,23.971754140729225,31.111479611901245,9.69230319838519
2024-08-07,SH000001,105.15,106.75,104.76,106.18,9837805,103953173602.25,9.84,20.65,2.74,105.89,107.47,109.08,109.37,109.13,107.58940147353746,108.74098090310675,-1.1515794295692814,-0.6247452971488766,-1.0536682648408096,23.913089786818873,28.712016336873788,14.315236686709042
2024-08-08,SH000001,105.91,106.0,105.9,105.98,3693079,39127092541.78,3.69,18.46,1.99,106.01,106.91,108.93,109.3,109.19,107.3418012468394,108.5364637991729,-1.1946625523335115,-0.7387287481858036,-0.9118676082954158,24.82312402063358,27.41571889812705,19.637934265646642
2024-08-09,SH000001,106.88,107.89,106.51,107.57,6772484,72616908689.22,6.77,20.72,1.75,106.29,106.62,108.9,109.26,109.26,107.37690874732564,108.46487388812307,-1.0879651407974222,-0.8085760267081273,-0.5587782281785898,38.3566589516088,31.0626989159543,52.94457902291779
2024-08-12,SH000001,107.84,107.95,107.79,107.91,5105819,55077642605.57,5.11,24.48,2.72,106.6,106.74,108.93,109.29,109.34,107.45892278619861,108.42377211863247,-0.9648493324338574,-0.8398306878532734,-0.25003728916116796,49.29991952706122,37.14177245298994,73.6162136752038
2024-08-13,SH000001,108.41,108.92,107.05,107.61,7919981,85545166582.07,7.92,23.41,2.76,107.05,106.71,108.71,109.23,109.37,107.48216543447575,108.36349270243747,-0.8813272679617228,-0.8481300038749634,-0.06639452817351876,54.90051132312556,43.06135207636848,78.57882981663974
2024-08-14,SH000001,107.75,108.06,107.69,108.0,4677939,50464160867.41,4.68,17.26,1.52,107.41,106.65,108.56,109.15,109.43,107.56183229071024,108.33656731707173,-0.7747350263614834,-0.8334510083722675,0.11743196402156819,62.56187934362215,49.5615278321197,88.56258236662707
2024-08-15,SH000001,107.26,112.47,106.46,110.7,9034993,98460175466.62,9.03,17.32,2.68,108.36,107.18,108.48,109.12,109.53,108.04462732290867,108.51163640469605,-0.4670090817873813,-0.7601626230552903,0.5863070825358179,67.38885341455486,55.50396969293142,91.15862085780174
2024-08-16,SH000001,110.08,110.7,107.57,108.73,5329658,58309332362.05,5.33,22.61,2.41,108.59,107.44,108.32,108.98,109.55,108.15006927323041,108.52781148582967,-0.37774221259925866,-0.683678540964084,0.6118726567296506,62.08975873983727,57.6992327085667,70.87081080237843
2024-08-19,SH000001,109.26,109.39,108.61,108.86,7467112,81436392872.64,7.47,21.17,2.87,108.78,107.69,108.11,108.87,109.58,108.25928938504111,108.55241804243488,-0.2931286573937655,-0.6055685642500204,0.6248798137125098,59.11906959655384,58.172511671229074,61.012185447203365
2024-08-20,SH000001,109.24,113.13,107.89,111.78,7306282,80740739139.77,7.31,22.51,1.7,109.61,108.33,108.15,108.96,109.69,108.80093717195787,108.7914981874397,0.009438984518169491,-0.48256705449638243,0.9840120780291038,66.52198000766109,60.95566778337307,77.65460445623711
2024-08-21,SH000001,111.83,112.0,111.34,111.47,3998053,44637480701.71,4.0,23.05,2.97,110.31,108.86,108.17,109.0,109.8,109.21156222242588,108.98990572911083,0.22165649331505222,-0.34172234493409553,1.1267576764982956,69.38546793114438,63.7656011659635,80.62520146150612
2024-08-22,SH000001,112.92,113.06,112.59,112.66,9660531,108961892901.65,9.66,21.26,1.97,110.7,109.53,108.22,109.13,109.93,109.74209111128344,109.2617645639915,0.4803265472919378,-0.17731256648888888,1.3152782275616532,77.24148636688986,68.25756289960562,95.20933330145834
2024-08-23,SH000001,112.59,112.67,111.68,111.97,9490359,106555989040.84,9.49,22.26,2.37,111.35,109.97,108.29,109.26,110.05,110.08484632493214,109.46237459628843,0.6224717286437169,-0.01735570746236772,1.2796548722121692,79.03055612865123,71.84856064262081,93.39454710071206
2024-08-26,SH000001,111.23,114.22,110.31,113.53,9686996,108861539314.09,9.69,15.75,1.55,112.28,110.53,108.64,109.46,110.14,110.61486996725027,109.76368018174854,0.851189785501731,0.15635339113045202,1.389672788742558,83.05645322666096,75.58452483730085,98.00031000538121
2024-08-27,SH000001,113.08,114.51,112.73,114.0,4079073,46313747099.94,4.08,19.52,2.82,112.73,111.17,108.94,109.53,110.23,111.13565920305793,110.07748164976717,1.0581775532907614,0.3367182235625139,1.442918659456495,86.59250090887126,79.25385019449098,101.2698023376318
2024-08-28,SH000001,114.64,115.34,113.15,113.41,6254941,71322333819.17,6.25,21.11,1.95,113.11,111.71,109.18,109.61,110.35,111.48555778720286,110.32433486089552,1.161222926307346,0.5016191641114803,1.3192075243917312,82.78195899287255,80.42988646061816,87.48610405738131
2024-08-29,SH000001,113.95,114.13,112.93,113.34,4467053,50765007586.35,4.47,22.55,1.8,113.25,111.98,109.58,109.65,110.46,111.77085658917166,110.54771746379215,1.2231391253795039,0.645923156365085,1.1544319380288377,79.57276013395082,80.14417768506237,78.42992503172772
2024-08-30,SH000001,113.96,117.0,113.69,116.07,8606598,98987645278.18,8.61,19.97,2.14,114.07,112.71,110.07,109.78,110.58,112.43226326776063,110.95677542943717,1.4754878383234598,0.81183609275676,1.3273034911333994,82.97898608271434,81.08911381761303,86.75873061291696
2024-09-02,SH000001,116.71,117.65,116.44,117.36,5141286,60170264518.6,5.14,19.22,2.19,114.84,113.56,110.62,109.93,110.63,113.19037661118207,111.43108836058998,1.7592882505920926,1.0013265243238265,1.5159234525365322,87.33567282898483,83.17130015473695,95.6644181774806
2024-09-03,SH000001,117.36,117.82,114.98,115.7,9051082,105475252986.48,9.05,18.6,1.53,115.18,113.95,111.14,110.08,110.7,113.57647251715406,111.74730403758332,1.8291684795707397,1.166894915373209,1.3245471283950612,82.14743923175112,82.83001318040834,80.78229133443668
2024-09-04,SH000001,114.96,115.05,114.94,115.03,3336071,38364496470.61,3.34,22.58,1.75,115.5,114.31,111.58,110.21,110.76,113.80009212989958,111.99046670146603,1.8096254284335487,1.295441017985277,1.0283688208965431,75.71480413940978,80.45827683340882,66.2278587514117
2024-09-05,SH000001,116.06,116.2,115.02,115.42,3729730,43168955718.22,3.73,20.44,2.19,115.92,114.58,112.06,110.34,110.77,114.04930872529965,112.24450620506114,1.8048025202385105,1.3973133184359239,0.8149784036051733,73.15740604411609,78.02465323697791,63.42291165839242
2024-09-06,SH000001,116.0,118.41,115.34,117.46,7373708,86073224660.2,7.37,21.9,1.78,116.19,115.13,112.55,110.57,110.8,114.57403045986894,112.63083907876032,1.943191381108619,1.506488930970463,0.873404900276312,76.52981999185201,77.52637548860261,74.5367089983508
2024-09-09,SH000001,118.09,119.15,115.15,115.89,8737148,102217991710.5,8.74,18.59,2.87,115.9,115.37,112.95,110.88,110.81,114.77648731219679,112.87225840625955,1.904228905937245,1.5860369259638196,0.6363839599468508,66.88268814033431,73.97847970584651,52.691105009309894
2024-09-10,SH000001,116.13,116.96,115.82,116.57,6210072,72253549430.78,6.21,20.52,1.65,116.07,115.62,113.4,111.17,110.87,115.05241234108959,113.14616519098107,1.906247150108527,1.6500789707927612,0.5123363586315315,64.0954255340706,70.68412831525454,50.918019971702705
2024-09-11,SH000001,116.97,119.45,116.63,118.79,4250855,50108958779.89,4.25,17.98,3.0,116.83,116.16,113.94,111.51,110.96,115.62742582707581,113.56422702868618,2.063198798389635,1.732702936312136,0.6609917241549983,72.24417257826931,71.20414306959279,74.32423159562236
2024-09-12,SH000001,117.71,118.53,113.38,114.56,6216278,72192082598.15,6.22,17.31,1.9,116.65,116.29,114.13,111.81,110.99,115.46320646906415,113.63798798952423,1.8252184795399131,1.7512060449576916,0.14802486916444302,54.642737786940685,65.68367464204209,32.56086407673786
2024-09-13,SH000001,114.8,114.94,114.25,114.35,9103527,104302783775.99,9.1,24.79,2.88,116.03,116.11,114.41,112.09,111.04,115.29194393536197,113.69072961992984,1.6012143154321308,1.7212076990525795,-0.23998676724089751,41.75523540546181,57.70752822984866,9.850649756688114
2024-09-16,SH000001,114.63,114.99,114.54,114.89,3786582,43455465726.86,3.79,21.74,1.98,115.83,115.87,114.71,112.37,111.08,115.23010640684474,113.779564462898,1.450541943946746,1.6670745480314129,-0.4330652081693338,36.128970775524806,50.514675745074044,7.35756083642633
2024-09-17,SH000001,114.92,119.94,114.09,118.18,7569298,88218946929.96,7.57,20.9,1.82,116.15,116.11,115.03,112.8,111.16,115.68393619040708,114.10552265083147,1.5784135395756067,1.6493423463402517,-0.14185761352928994,48.476224419455605,49.83519196986789,45.75828931863103
2024-09-18,SH000001,117.59,117.61,117.54,117.55,4007388,47114379218.6,4.01,20.74,2.55,115.91,116.37,115.34,113.18,111.27,115.97102293034446,114.36066912114025,1.610353809204213,1.641544638913044,-0.06238165941766205,53.50650733654764,51.05896375876114,58.40159449212064
2024-09-19,SH000001,117.49,120.0,116.74,119.36,7733192,91578068424.47,7.73,23.5,1.89,116.87,116.76,115.67,113.62,111.46,116.49240401798377,114.7309899269817,1.7614140910020666,1.6655185293308485,0.1917911233424361,65.78178031902773,55.96656927885,85.41220239938318
2024-09-20,SH000001,119.51,122.46,118.91,121.57,9756262,117602688456.94,9.76,22.03,1.78,118.31,117.17,116.15,114.09,111.67,117.27357263060165,115.2375832657238,2.0359893648778495,1.7396126964402487,0.5927533368752016,73.92059950783934,61.951246021846444,97.85930647982514
2024-09-23,SH000001,121.16,123.21,120.89,122.52,3511624,42786132619.81,3.51,15.55,2.0,119.84,117.83,116.6,114.58,111.93,118.08071530281678,115.77702154233685,2.3036937604799306,1.8524289092481852,0.9025297024634908,80.27395680990578,68.0588162845329,104.70423786065157
2024-09-24,SH000001,122.49,122.58,121.72,122.07,9109390,111387637063.2,9.11,23.47,1.89,120.61,118.38,117.0,115.06,112.15,118.69445141007574,116.24316809475634,2.451283315319401,1.9721997904624284,0.958167049713945,82.98358734766862,73.0337399722448,102.88328209851625
2024-09-25,SH000001,121.99,122.08,121.4,121.54,3445944,41959918313.18,3.45,15.47,1.85,121.41,118.66,117.41,115.51,112.33,119.13222811621793,116.63552601366328,2.49670210255465,2.077100252880873,0.8392036993475545,82.55192372885514,76.20646789111491,95.24283540433561
2024-09-26,SH000001,122.16,124.57,121.71,123.52,6777589,83255272323.31,6.78,24.02,2.09,122.24,119.56,117.92,115.94,112.53,119.80726994449209,117.14548704968823,2.6617828948038635,2.194036781265471,0.9354922270767849,85.02825449608154,79.14706342610378,96.79063663603705
2024-09-27,SH000001,122.26,122.53,119.67,119.92,4013748,48601675727.9,4.01,24.39,2.29,121.91,120.11,118.11,116.31,112.65,119.82461302995485,117.3510065274891,2.473606502465742,2.2499507255055256,0.4473115539204331,75.22875999484317,77.84096228235023,70.00435541982904
2024-09-30,SH000001,120.66,120.85,119.81,120.14,9743618,117309746250.74,9.74,23.03,1.96,121.44,120.64,118.25,116.69,112.78,119.87313410226949,117.55759863656398,2.3155354657055085,2.2630676735455224,0.10493558431997219,64.62675102253064,73.4362251957437,47.00780267610452
2024-10-01,SH000001,119.38,119.45,118.8,118.98,3547047,42274465252.39,3.55,21.67,2.33,120.82,120.72,118.42,116.93,112.94,119.7357288557665,117.6629617005222,2.072767155244293,2.2250075698852765,-0.3044808292819674,52.62047343605069,66.49764127584604,24.866137756459977
2024-10-02,SH000001,118.7,118.96,118.67,118.91,5032016,59783071294.42,5.03,19.41,2.56,120.29,120.85,118.61,117.18,113.09,119.60869364718704,117.75533490789093,1.8533587392961124,2.1506778037674437,-0.5946381289426625,36.43624782742359,56.47717679303855,-3.6456101038063196
2024-10-03,SH000001,119.09,119.46,117.19,117.45,9995901,118222880103.83,10.0,17.16,2.01,119.08,120.66,118.71,117.34,113.23,119.27658693223519,117.73271750730642,1.543869424928772,2.0293161279997096,-0.970893406141875,25.465176961733185,46.13984351593676,-15.884156146673973
2024-10-04,SH000001,117.46,119.09,117.13,118.79,6219225,73465145928.38,6.22,24.82,2.86,118.85,120.38,118.78,117.56,113.41,119.201727404199,117.81103472898742,1.3906926752115822,1.9015914374420841,-1.0217975244610038,24.41406062681859,38.897915886230706,-4.553649892005637
2024-10-07,SH000001,118.81,120.78,118.37,120.05,8345350,99666719662.68,8.35,20.86,2.11,118.84,120.14,118.99,117.78,113.62,119.33223088047608,117.97688400832169,1.355346872154385,1.7923425243845443,-0.8739913044603185,29.358477693864735,35.71810315544205,16.63922677071011
2024-10-08,SH000001,120.49,121.07,118.84,119.26,3551673,42577002456.88,3.55,18.02,1.73,118.89,119.86,119.12,117.96,113.74,119.32111843732591,118.0719296373349,1.2491887999910034,1.6837117795058363,-0.8690459590296657,29.11532921526471,33.51717850871627,20.311630628361584
2024-10-09,SH000001,118.79,119.06,117.21,117.7,4427970,52358797387.9,4.43,16.27,1.57,118.65,119.47,119.07,118.1,113.85,119.07171560081423,118.04437929382861,1.0273363069856174,1.5524366850017925,-1.0502007560323503,22.9287379953617,29.98769833759808,8.810817310888943
